,nodes_pred,nodes_Conv_clas,nodes_Dense_clas,kernel_size,strides,learning_rate_pred,learning_rate_clas,batch_sizes_pred,batch_sizes_clas,val_treshold_pred,val_treshold_clas,max_val_amount_pred,max_val_amount_clas,val_freq_pred,val_freq_clas,EPOCHS_pred,EPOCHS_clas,time_steps,trials,brain_areas,mse_pred,mse_clas,true_positive_clas,true_negative_clas,STOP_pred,STOP_clas,time,brain_area
1463,50,15,20,6,2,1e-06,5e-05,200,10,1e-08,1e-08,100,100,25,5,25,15,100,1000,1000,0.027890123553766324,0.22232929575876936,0.0,1.0,Max_epochs,Max val increment,26.409361124038696,163
1464,150,35,10,2,1,5e-06,0.005,200,25,1e-08,1e-08,100,200,25,5,35,25,100,1000,1000,0.0313715571609531,0.23060243704555206,0.0,1.0,Max val increment,Max Epochs,29.100733995437622,163
1465,175,15,20,10,2,0.0001,5e-05,200,10,1e-08,1e-08,100,100,25,5,25,35,100,1000,1000,0.0316508116307206,0.22174835077214403,0.0,1.0,Max val increment,Max val increment,25.344438076019287,163
1466,50,35,25,6,1,1e-06,0.0001,200,10,1e-08,1e-08,100,200,100,2,20,30,100,1000,1000,0.03346905603687833,0.22410499078402207,0.0,1.0,Max_epochs,Max val increment,24.676982879638672,163
1467,50,15,10,2,2,0.005,5e-05,200,25,1e-10,1e-08,100,100,100,2,20,20,100,1000,1000,0.9158881347241631,0.22167276054991344,0.0,1.0,Max_epochs,Max val increment,24.120819330215454,163
1468,150,30,20,6,1,5e-06,0.0001,200,10,1e-08,1e-10,100,200,100,2,20,30,100,1000,1000,0.032530830466096596,0.222205591452276,0.0,1.0,Max_epochs,Max val increment,26.64677095413208,163
1469,75,30,15,10,1,1e-06,1e-05,100,5,1e-09,1e-08,200,50,25,10,40,15,100,1000,1000,0.03365723093591519,0.2222659763991319,0.0,1.0,Max val increment,Max val increment,28.64095377922058,163
1470,75,30,15,10,1,1e-06,1e-05,100,5,1e-09,1e-08,200,50,25,10,40,15,100,1000,1000,0.03206813800023089,0.22539636856860118,0.0,1.0,Max_epochs,Max val increment,40.794681787490845,163
1471,75,30,15,10,1,1e-06,0.005,100,50,1e-08,1e-09,200,100,25,2,15,25,100,1000,1000,0.03409130696821438,0.22226733947005653,0.0,1.0,Max_epochs,Max val increment,27.253798961639404,163
1472,75,45,15,10,1,1e-06,0.005,100,50,1e-08,1e-09,200,100,25,2,15,40,100,1000,1000,0.03377662411717612,0.22166673988225596,0.0,1.0,Max_epochs,Max val increment,27.824841022491455,163
1473,50,30,15,10,1,1e-06,0.005,100,50,1e-08,1e-09,200,100,25,2,15,20,100,1000,1000,0.03579249888300911,0.23447150934911365,0.0,1.0,Max_epochs,Max Epochs,27.238177061080933,163
1474,75,30,15,10,1,1e-06,0.005,100,50,1e-08,1e-09,200,100,25,2,15,25,100,1000,1000,0.03525479910746463,0.2221153603507796,0.0,1.0,Max val increment,Max val increment,26.78963017463684,163
1475,50,30,25,10,1,1e-06,0.005,100,50,1e-08,1e-09,200,100,25,2,15,35,100,1000,1000,0.03222193972084503,0.22232303828357436,0.0,1.0,Max_epochs,Max val increment,26.79477620124817,163
1476,50,45,15,10,1,1e-06,1e-05,100,50,1e-08,1e-09,200,50,25,2,15,20,100,1000,1000,0.032836272281729355,0.22219768401683773,0.0,1.0,Max_epochs,Max val increment,27.935745000839233,163
1477,50,25,25,10,1,1e-06,0.005,100,50,1e-08,1e-09,200,50,25,2,40,25,100,1000,1000,0.03441299800122681,0.22450957337619323,0.0,1.0,Max val increment,Max val increment,28.441981077194214,163
1478,50,30,5,10,1,1e-06,1e-05,100,5,1e-09,1e-08,200,50,25,10,40,15,100,1000,1000,0.03537559711710547,0.2223724638542835,0.0,1.0,Max val increment,Max val increment,31.368365049362183,163
1479,50,15,5,10,2,1e-06,0.005,100,5,1e-09,1e-08,200,50,25,10,40,30,100,1000,1000,0.03303314792230559,0.22351519809025405,0.0,1.0,Max val increment,Max val increment,29.909417152404785,163
1480,50,25,15,8,1,1e-06,1e-05,100,5,1e-09,1e-10,200,50,25,10,40,30,100,1000,1000,0.034572422923675114,0.22601651997138328,0.0,1.0,Max val increment,Max val increment,27.354930877685547,163
1481,75,15,5,4,3,1e-06,0.005,100,5,1e-09,1e-08,200,50,25,10,40,15,100,1000,1000,0.03293019574092707,0.2221193659806707,0.0,1.0,Max val increment,Max val increment,30.36543297767639,163
1482,50,30,20,10,1,1e-06,1e-05,100,5,1e-09,1e-10,200,50,25,10,40,40,100,1000,1000,0.03258682877098711,0.22246759838113997,0.0,1.0,Max val increment,Max val increment,38.105571031570435,163
1483,50,25,5,8,2,1e-06,0.005,100,5,1e-09,1e-10,200,50,25,10,40,30,100,1000,1000,0.033285998075946115,0.227151878053449,0.0,1.0,Max val increment,Max val increment,31.069271087646484,163
1484,50,45,25,4,3,1e-06,1e-05,100,5,1e-09,1e-08,200,50,25,10,40,40,100,1000,1000,0.03199257372729081,0.22375816634309148,0.0,1.0,Max_epochs,Max val increment,39.11468696594238,163
1485,50,15,5,8,1,1e-06,0.005,100,5,1e-09,1e-10,200,50,25,10,40,30,100,1000,1000,0.03319909345108049,0.22959294153728027,0.0,1.0,Max val increment,Max val increment,32.15221977233887,163
1486,50,25,5,10,2,1e-06,1e-05,100,5,1e-09,1e-08,200,50,25,10,40,15,100,1000,1000,0.03312104685641358,0.22508397804725974,0.0,1.0,Max val increment,Max val increment,31.999213218688965,163
1487,75,30,20,8,3,1e-06,0.0001,100,5,1e-09,1e-10,200,50,25,10,40,20,100,1000,1000,0.03487509052003798,0.22208372643810384,0.0,1.0,Max val increment,Max val increment,27.648329973220825,163
1488,50,15,5,4,1,1e-06,1e-05,50,5,1e-09,1e-08,200,50,25,10,40,20,100,1000,1000,0.03275833253713462,0.22334903099855843,0.0,1.0,Max val increment,Max val increment,45.54992890357971,163
1489,50,25,15,10,3,1e-05,0.005,50,5,1e-09,1e-10,200,50,25,10,40,30,100,1000,1000,0.032862791550373846,0.2249155316017368,0.0,1.0,Max val increment,Max val increment,30.21276307106018,163
1490,50,15,5,8,2,1e-06,0.0001,100,25,1e-09,1e-10,200,50,25,10,40,40,100,1000,1000,0.03287480580973379,0.21196003147001968,0.0,1.0,Max_epochs,Max Epochs,38.99418020248413,163
1491,50,30,5,8,1,1e-06,1e-05,50,5,1e-09,1e-08,200,50,25,10,40,20,100,1000,1000,0.03240033374793675,0.22275642750749933,0.0,1.0,Max_epochs,Max val increment,56.17302393913269,163
1492,50,25,20,10,3,5e-06,0.0001,200,5,1e-09,1e-10,200,50,25,10,40,15,100,1000,1000,0.025650478550987347,0.2264817263424424,0.0,1.0,Max_epochs,Max val increment,30.076026916503906,163
1493,50,15,5,4,1,1e-06,0.005,100,25,1e-09,1e-08,200,50,25,10,40,30,100,1000,1000,0.0285817815901021,0.22218573179529413,0.0,1.0,Max_epochs,Max val increment,38.8337926864624,163
1494,50,45,25,8,2,5e-06,1e-05,50,5,1e-09,1e-10,200,50,25,10,40,20,100,1000,1000,0.03222308514619597,0.22339251378560077,0.0,1.0,Max val increment,Max val increment,46.229413986206055,163
1495,75,30,5,10,3,1e-06,0.0001,200,5,1e-09,1e-08,200,50,25,10,40,40,100,1000,1000,0.031910906826311855,0.2221568226669584,0.0,1.0,Max_epochs,Max val increment,33.49244999885559,163
1496,50,15,5,4,1,1e-06,0.005,100,5,1e-09,1e-10,200,50,25,10,40,30,100,1000,1000,0.03474980197125191,0.23101336952910434,0.0,1.0,Max val increment,Max val increment,29.17242407798767,163
1497,50,25,15,8,2,5e-06,1e-05,50,25,1e-09,1e-10,200,50,25,10,20,15,100,1000,1000,0.03137186291112094,0.22233346168742266,0.0,1.0,Max_epochs,Max Epochs,37.08595895767212,163
1498,50,15,20,10,1,1e-06,0.0001,200,5,1e-09,1e-08,200,50,25,10,40,15,100,1000,1000,0.034377877383279645,0.22199934073716032,0.0,1.0,Max val increment,Max val increment,30.594563007354736,163
1499,50,25,5,8,3,1e-05,0.005,50,5,1e-09,1e-10,200,50,25,10,20,25,100,1000,1000,0.031921805064929885,0.22495182209865078,0.009009009009009009,1.0,Max_epochs,Max val increment,36.888185024261475,163
1500,50,15,5,2,1,0.005,0.005,25,5,1e-08,1e-08,50,50,25,2,15,15,100,1000,1000,0.03962485406569919,0.2221782672762489,0.0,1.0,Max val increment,Max val increment,19.69345736503601,463
1501,50,15,5,2,1,0.005,0.005,25,5,1e-08,1e-08,50,50,25,2,15,15,100,1000,1000,0.032911524020481114,0.22403772697452398,0.0,1.0,Max val increment,Max val increment,19.823344945907593,463
1502,50,15,5,4,1,0.005,0.0001,50,5,1e-08,1e-09,50,100,25,2,15,20,100,1000,1000,0.03204832553706109,0.22366106865833463,0.0,1.0,Max val increment,Max val increment,20.173528909683228,463
1503,50,20,10,6,2,0.005,0.005,25,10,1e-09,1e-10,50,50,50,5,15,25,100,1000,1000,0.038851263029895486,0.22676233301501048,0.0,1.0,Max val increment,Max val increment,21.01287817955017,463
1504,50,25,15,2,3,0.0001,5e-05,25,25,1e-10,1e-08,50,200,25,10,15,30,100,1000,1000,0.02255782843047064,0.21419737460244825,0.0,1.0,Max val increment,Max Epochs,22.349272966384888,463
1505,50,30,20,8,3,0.005,1e-05,50,50,1e-08,1e-10,100,100,25,2,15,25,100,1000,1000,0.032780225342029706,0.2236585776284742,0.0,1.0,Max val increment,Max Epochs,21.36972999572754,463
1506,50,35,25,10,1,0.005,0.0001,25,25,1e-10,1e-09,50,50,50,5,15,15,100,1000,1000,0.03265170703591229,0.22382486575501834,0.0,1.0,Max val increment,Max val increment,21.29611086845398,463
1507,50,40,20,4,2,0.0001,5e-05,50,10,1e-08,1e-09,50,50,25,10,15,35,100,1000,1000,0.022756631513039832,0.02567150518289687,0.9129129129129129,0.9940029985007496,Max val increment,Max val increment,24.04321789741516,463
1508,50,45,20,6,1,0.005,0.005,100,10,1e-09,1e-08,50,200,100,10,20,35,100,1000,1000,0.03855187570976858,0.2467841336404655,0.0,1.0,Max val increment,Max Epochs,26.95022487640381,463
1509,50,15,5,10,3,5e-05,5e-05,50,50,1e-09,1e-10,50,200,100,5,20,40,100,1000,1000,0.019730561977365422,0.15657768741404285,0.07807807807807808,1.0,Max val increment,Max Epochs,30.798931121826172,463
1510,75,40,10,4,3,1e-05,0.0001,25,5,1e-08,1e-08,200,100,100,10,20,30,100,1000,1000,0.019309800688679022,0.04007852849037054,0.8618618618618619,0.9940029985007496,Max val increment,Max val increment,47.63537788391113,463
1511,75,25,15,2,2,0.0001,1e-05,50,25,1e-09,1e-08,200,100,50,5,15,20,100,1000,1000,0.021908960559240187,0.22343646038520157,0.0,1.0,Max_epochs,Max val increment,31.01770520210266,463
1512,75,25,15,2,1,5e-06,5e-05,100,5,1e-09,1e-08,200,50,50,5,15,25,100,1000,1000,0.02278693780794632,0.09887703399338711,0.0,1.0,Max_epochs,Max val increment,28.84980583190918,463
1513,100,45,25,6,1,5e-06,1e-05,25,50,1e-10,1e-09,100,200,100,10,20,30,100,1000,1000,0.019482896153598273,0.17608604491692914,0.03303303303303303,1.0,Max val increment,Max Epochs,45.06750416755676,463
1514,125,40,10,4,3,1e-05,5e-05,25,25,1e-08,1e-08,200,100,50,5,25,35,100,1000,1000,0.019553809038197405,0.17283780114699482,0.0,1.0,Max val increment,Max Epochs,49.823456048965454,463
1515,150,45,5,8,2,5e-05,0.0001,200,10,1e-10,1e-09,200,50,50,5,30,15,100,1000,1000,0.019517188133699993,0.016892282964101116,1.0,0.967016491754123,Max_epochs,Max Epochs,30.247632026672363,463
1516,175,40,5,8,2,5e-05,0.005,200,10,1e-08,1e-10,100,200,100,2,30,15,100,1000,1000,0.020724614321506636,0.20775963864027067,0.0,1.0,Max_epochs,Max val increment,29.51859211921692,463
1517,50,15,20,8,2,1e-05,0.0001,50,5,1e-09,1e-09,100,50,25,10,25,20,100,1000,1000,0.0208903308671204,0.02429367750982517,1.0,0.9565217391304348,Max val increment,Max val increment,30.480547666549683,463
1518,50,15,20,8,2,1e-06,0.0001,100,5,1e-09,1e-09,200,50,25,10,35,20,100,1000,1000,0.027393616234946645,0.04840964917701369,0.8618618618618619,0.9640179910044977,Max_epochs,Max Epochs,39.267122983932495,463
1519,75,35,5,8,2,1e-05,0.0001,200,10,1e-08,1e-09,100,200,100,10,35,15,100,1000,1000,0.019681384348584838,0.23745941134848841,0.0,1.0,Max_epochs,Max Epochs,28.906021118164062,463
1520,125,15,20,8,2,5e-06,0.005,200,50,1e-08,1e-08,200,200,100,5,35,20,100,1000,1000,0.02096197902633235,0.25809983884778165,0.0,1.0,Max_epochs,Max Epochs,29.428539991378784,463
1521,50,15,5,10,3,1e-05,0.0001,200,10,1e-08,1e-10,100,200,100,5,40,15,100,1000,1000,0.020386400193431548,0.024171346192779615,0.984984984984985,0.9760119940029985,Max_epochs,Max Epochs,29.316127061843872,463
1522,100,15,5,10,3,5e-06,0.0001,25,10,1e-10,1e-10,50,200,100,5,40,15,100,1000,1000,0.02018672437744433,0.09755495124535783,0.9519519519519519,0.9955022488755623,Max val increment,Max Epochs,32.65589094161987,463
1523,50,15,5,10,3,5e-05,1e-05,200,25,1e-08,1e-10,200,200,100,5,35,15,100,1000,1000,0.0160505441020433,0.2794959611788854,1.0,0.0,Max_epochs,Max Epochs,27.325256824493408,463
1524,75,15,5,10,3,1e-05,1e-05,25,25,1e-08,1e-10,200,200,100,5,30,15,100,1000,1000,0.01709264197929413,0.26099220585177507,1.0,0.0,Max_epochs,Max Epochs,61.82556390762329,463
1525,50,15,5,10,3,1e-05,1e-05,200,25,1e-10,1e-10,100,200,100,5,35,15,100,1000,1000,0.01656182829806462,0.24768399900648913,1.0,0.0,Max_epochs,Max Epochs,27.12750005722046,463
1526,50,15,5,10,3,5e-06,1e-05,50,25,1e-08,1e-09,200,50,25,10,40,20,100,1000,1000,0.020330146834035664,0.23451405453568508,0.0,1.0,Max val increment,Max Epochs,50.899009704589844,463
1527,75,35,10,2,2,5e-05,0.0001,25,10,1e-08,1e-09,100,50,25,2,40,40,100,1000,1000,0.020675440324638028,0.221252469176539,0.0,1.0,Max val increment,Max val increment,23.76332116127014,463
1528,50,30,20,6,2,1e-05,0.005,200,50,1e-10,1e-09,200,50,25,10,40,20,100,1000,1000,0.021420350309536988,0.2400079242319009,0.17117117117117117,1.0,Max_epochs,Max Epochs,30.31997275352478,463
1529,50,15,5,8,3,1e-06,0.0001,25,5,1e-08,1e-09,100,50,25,10,25,20,100,1000,1000,0.02446928786572474,0.022933704378487692,0.9459459459459459,0.9820089955022488,Max_epochs,Max val increment,66.21372699737549,463
1530,125,15,5,8,3,1e-05,0.0001,200,10,1e-08,1e-09,200,50,25,10,15,20,100,1000,1000,0.019830393087522963,0.1011564493439213,0.0,1.0,Max_epochs,Max Epochs,25.699702978134155,463
1531,150,15,15,8,2,5e-06,1e-05,50,25,1e-08,1e-09,200,50,25,2,40,20,100,1000,1000,0.016282371201081766,0.221548571782787,0.0,1.0,Max val increment,Max Epochs,41.95333504676819,463
1532,50,35,5,2,2,5e-05,5e-05,200,5,1e-10,1e-09,100,50,25,10,40,15,100,1000,1000,0.019894789425054113,0.0929632178338604,0.5885885885885885,1.0,Max val increment,Max Epochs,28.646595239639282,463
1533,75,15,20,8,3,1e-05,0.005,25,10,1e-08,1e-09,200,50,25,10,15,20,100,1000,1000,0.0202542858793054,0.016706620845416548,0.993993993993994,0.9760119940029985,Max val increment,Max val increment,33.973856687545776,463
1534,50,15,20,8,3,0.005,0.005,50,10,1e-08,1e-09,100,50,25,10,40,20,100,1000,1000,0.027931235762495975,0.22328443726015593,0.0,1.0,Max val increment,Max val increment,21.204262733459473,463
1535,100,25,10,10,2,5e-06,0.0001,200,50,1e-10,1e-09,200,50,25,10,25,20,100,1000,1000,0.023619252233614375,0.24263152629734683,0.0,1.0,Max_epochs,Max Epochs,27.954863786697388,463
1536,50,15,5,6,3,1e-05,1e-05,25,25,1e-08,1e-09,50,50,25,10,35,20,100,1000,1000,0.021076372579925888,0.23582105273193557,0.0,1.0,Max val increment,Max Epochs,26.286530017852783,463
1537,75,35,5,8,2,5e-05,5e-05,200,10,1e-08,1e-09,200,50,25,2,40,40,100,1000,1000,0.020558121546946355,0.22062112416628668,0.0,1.0,Max_epochs,Max val increment,31.668776988983154,463
1538,50,15,20,2,2,1e-05,0.0001,25,50,1e-08,1e-09,100,50,25,10,15,35,100,1000,1000,0.01987251867494816,0.19709028624746577,0.0,1.0,Max val increment,Max Epochs,32.43139410018921,463
1539,50,15,15,8,3,5e-06,0.005,200,10,1e-10,1e-09,200,50,25,10,40,15,100,1000,1000,0.022153100818284838,0.09939502419882698,0.0,1.0,Max_epochs,Max val increment,30.062208890914917,463
1540,125,15,5,8,2,1e-05,1e-05,50,25,1e-08,1e-09,100,50,25,10,15,20,100,1000,1000,0.020243595352521626,0.22791745994987178,0.009009009009009009,1.0,Max val increment,Max Epochs,31.734715223312378,463
1541,75,35,10,6,3,5e-05,0.0001,25,5,1e-08,1e-09,200,50,25,2,35,25,100,1000,1000,0.02055877609923741,0.21813712407120864,0.0,1.0,Max val increment,Max val increment,33.38270163536072,463
1542,50,15,20,10,2,1e-05,0.005,200,10,1e-10,1e-09,50,50,25,10,40,20,100,1000,1000,0.019549251868357972,0.015444374075197474,0.996996996996997,0.9775112443778111,Max val increment,Max val increment,30.42820906639099,463
1543,50,15,20,10,2,5e-06,0.005,200,10,1e-08,1e-09,100,50,25,10,40,20,100,1000,1000,0.02447946599495055,0.07333918417566002,0.8348348348348348,0.9625187406296851,Max_epochs,Max val increment,30.68533492088318,463
1544,50,15,5,2,2,1e-06,0.005,25,10,1e-08,1e-09,200,50,25,10,25,20,100,1000,1000,0.030434069146893002,0.2251914043617931,0.0,1.0,Max val increment,Max val increment,32.731544971466064,463
1545,75,15,20,8,3,1e-05,0.0001,50,50,1e-10,1e-09,100,50,25,10,15,20,100,1000,1000,0.020852121099553346,0.18322814899090425,0.003003003003003003,1.0,Max_epochs,Max Epochs,33.40025210380554,463
1546,50,40,5,10,2,5e-05,5e-05,200,25,1e-08,1e-08,200,100,50,2,30,40,100,1000,1000,0.02147024570895766,0.10423999217204653,0.5345345345345346,1.0,Max_epochs,Max val increment,27.89286518096924,463
1547,50,35,5,8,2,0.005,1e-05,25,10,1e-08,1e-10,200,100,50,2,30,15,100,1000,1000,0.033016899314510254,0.22566187397846563,0.0,1.0,Max val increment,Max Epochs,25.364577770233154,463
1548,75,25,20,8,3,1e-05,0.0001,200,10,1e-10,1e-08,100,100,50,2,20,15,100,1000,1000,0.020455074480069366,0.21941799928938965,0.0,1.0,Max_epochs,Max val increment,24.943665981292725,463
1549,150,15,15,6,2,5e-06,0.005,50,50,1e-08,1e-08,50,100,50,2,30,40,100,1000,1000,0.020455389396061147,0.020268006444625883,0.984984984984985,0.9760119940029985,Max val increment,Max val increment,33.935455083847046,463
1550,100,15,15,6,2,1e-05,0.005,200,50,1e-08,1e-08,100,100,50,2,30,40,100,1000,1000,0.0158275970330878,0.014490080476456548,1.0,0.9760119940029985,Max_epochs,Max val increment,28.061708211898804,463
1551,125,15,15,2,1,0.0001,5e-05,100,5,1e-09,1e-10,200,200,100,10,40,30,100,1000,1000,0.02405268378510056,0.009015593423544356,1.0,0.9820089955022488,Max_epochs,Max Epochs,42.35881018638611,463
1552,50,15,15,2,1,1e-06,5e-05,100,5,1e-09,1e-10,200,200,100,10,40,30,100,1000,1000,0.025671840206351354,0.1588157381042745,0.2552552552552553,1.0,Max_epochs,Max Epochs,39.71819591522217,463
1553,75,15,10,2,1,0.005,5e-05,25,25,1e-09,1e-10,200,200,100,10,25,30,100,1000,1000,0.035278085048083295,0.22970683401440942,0.0,1.0,Max val increment,Max Epochs,28.207481145858765,463
1554,50,45,5,6,3,5e-06,5e-05,50,25,1e-09,1e-10,200,200,100,10,20,25,100,1000,1000,0.020335608616206383,0.18027744798740297,0.0,1.0,Max_epochs,Max Epochs,34.15357279777527,463
1555,50,15,20,2,3,1e-06,5e-05,100,5,1e-09,1e-10,200,200,100,10,20,30,100,1000,1000,0.030855888749144196,0.19263869101069508,0.48348348348348347,0.848575712143928,Max_epochs,Max Epochs,30.920583248138428,463
1556,50,35,5,4,1,5e-06,0.0001,25,50,1e-09,1e-10,200,200,100,10,20,30,100,1000,1000,0.018071222727446903,0.23475928873940757,0.0,1.0,Max_epochs,Max Epochs,47.59516501426697,463
1557,50,15,5,4,2,0.0001,5e-05,25,25,1e-09,1e-08,200,200,100,2,20,30,100,1000,1000,0.01987672384616002,0.22057814861220637,0.0,1.0,Max val increment,Max val increment,42.14115619659424,463
1558,50,20,25,6,3,1e-06,0.0001,100,50,1e-09,1e-09,50,50,100,2,15,35,100,1000,1000,0.03279040033357475,0.22323605021299545,0.0,1.0,Max_epochs,Max val increment,24.90612506866455,463
1559,75,45,15,10,3,5e-05,0.005,100,10,1e-10,1e-09,50,50,100,2,15,35,100,1000,1000,0.020886828074964097,0.09254768576144386,0.6606606606606606,1.0,Max_epochs,Max val increment,26.02227807044983,463
1560,100,45,15,6,1,0.0001,0.005,100,5,1e-09,1e-09,50,50,100,2,15,35,100,1000,1000,0.02068632877986574,0.06494530492485838,0.7357357357357357,0.992503748125937,Max_epochs,Max val increment,25.992048978805542,463
1561,50,45,25,6,1,5e-05,0.005,100,10,1e-09,1e-09,100,50,100,2,15,35,100,1000,1000,0.019358982860871787,0.04300382395145221,0.8288288288288288,0.9985007496251874,Max_epochs,Max val increment,25.490556955337524,463
1562,125,30,15,6,1,1e-06,0.005,100,10,1e-10,1e-09,50,50,100,2,15,35,100,1000,1000,0.023036331743686748,0.20170144806137438,0.0,1.0,Max_epochs,Max val increment,26.545771837234497,463
1563,50,45,25,6,1,5e-05,1e-05,100,50,1e-09,1e-09,100,50,100,2,15,35,100,1000,1000,0.022357470178642147,0.22019108574597,0.0,1.0,Max_epochs,Max val increment,26.140055656433105,463
1564,75,45,15,4,1,1e-06,0.005,100,5,1e-09,1e-09,100,50,100,5,35,25,100,1000,1000,0.025948908468975195,0.22676027843886362,0.24624624624624625,1.0,Max_epochs,Max val increment,34.532939195632935,463
1565,50,20,15,6,1,0.0001,0.005,100,10,1e-10,1e-09,50,50,100,5,35,30,100,1000,1000,0.016945943584128705,0.12388491659851943,0.5945945945945946,0.9910044977511244,Max val increment,Max val increment,29.34225106239319,463
1566,50,45,10,6,1,5e-05,0.005,100,10,1e-09,1e-09,100,50,100,5,25,25,100,1000,1000,0.015123876819361485,0.22326759014411585,0.0,1.0,Max_epochs,Max val increment,29.097867965698242,463
1567,50,25,15,6,1,1e-06,1e-05,100,25,1e-10,1e-10,50,100,50,5,30,40,100,1000,1000,0.02746906276049424,0.2228594007349072,0.0,1.0,Max_epochs,Max Epochs,34.30567193031311,463
1568,75,45,15,10,2,5e-05,0.005,100,25,1e-10,1e-10,50,100,50,5,30,40,100,1000,1000,0.020203918628782087,0.14698419304027793,0.06306306306306306,1.0,Max val increment,Max val increment,29.306432008743286,463
1569,50,45,25,10,3,0.005,1e-05,50,5,1e-08,1e-08,50,200,50,10,20,35,100,1000,1000,0.03618486839060995,0.2220102165941842,0.0,1.0,Max val increment,Max Epochs,27.405998945236206,463
1570,50,45,15,10,1,0.0001,5e-05,50,5,1e-08,1e-08,50,200,50,10,20,35,100,1000,1000,0.0220215532624123,0.017790928859024908,0.9669669669669669,0.9865067466266867,Max val increment,Max val increment,30.046420097351074,463
1571,75,45,15,10,1,1e-06,5e-05,50,5,1e-08,1e-08,50,200,25,10,25,35,100,1000,1000,0.024850423363256612,0.021856568869126618,0.933933933933934,0.9865067466266867,Max val increment,Max val increment,47.243335008621216,463
1572,150,45,15,10,1,5e-05,5e-05,50,5,1e-08,1e-08,50,200,50,10,20,35,100,1000,1000,0.02296209601874646,0.06377890304255268,1.0,0.9190404797601199,Max val increment,Max Epochs,31.53260111808777,463
1573,50,45,15,10,1,1e-06,5e-05,200,5,1e-08,1e-08,50,200,25,10,25,35,100,1000,1000,0.03144420947150131,0.28390423712666246,0.996996996996997,0.41829085457271364,Max_epochs,Max Epochs,35.470433950424194,463
1574,125,45,15,10,1,5e-05,5e-05,50,5,1e-08,1e-08,50,200,50,10,20,35,100,1000,1000,0.01969296598602112,0.08979084547022595,0.6486486486486487,0.9985007496251874,Max val increment,Max val increment,29.35435175895691,463
1575,100,20,10,10,1,0.0001,5e-05,50,5,1e-08,1e-08,50,200,25,10,20,35,100,1000,1000,0.026552719347556618,0.04961476173820773,1.0,0.9190404797601199,Max val increment,Max val increment,26.169679164886475,463
1576,50,20,10,10,1,5e-05,5e-05,200,5,1e-08,1e-08,50,200,50,10,40,35,100,1000,1000,0.021386227411020173,0.05376765643439957,1.0,0.9580209895052474,Max val increment,Max Epochs,32.32001304626465,463
1577,50,20,10,10,1,1e-06,5e-05,50,5,1e-08,1e-08,50,200,25,10,30,35,100,1000,1000,0.028804751052562957,0.11607628324813249,0.8978978978978979,0.8110944527736131,Max val increment,Max Epochs,37.42991280555725,463
1578,75,20,10,10,1,5e-05,5e-05,200,50,1e-09,1e-09,100,200,50,5,35,40,100,1000,1000,0.01943906518623694,0.07006730947775383,0.8978978978978979,0.9940029985007496,Max_epochs,Max Epochs,29.324810028076172,463
1579,50,45,10,10,1,1e-05,5e-05,200,50,1e-09,1e-09,100,200,50,5,35,40,100,1000,1000,0.020414450013455054,0.05033696346311832,0.8258258258258259,0.992503748125937,Max_epochs,Max Epochs,30.407559871673584,463
1580,50,30,20,10,1,1e-06,5e-05,200,50,1e-09,1e-09,100,100,100,5,30,35,100,1000,1000,0.02938715104912343,0.23267138321731984,0.02702702702702703,1.0,Max_epochs,Max Epochs,27.612615823745728,463
1581,75,45,10,10,1,0.0001,1e-05,50,25,1e-10,1e-10,200,100,100,5,25,40,100,1000,1000,0.021632028809009645,0.20977698843234777,0.993993993993994,0.9715142428785607,Max_epochs,Max Epochs,40.86618185043335,463
1582,50,45,10,10,1,5e-05,1e-05,50,25,1e-10,1e-10,200,100,100,5,25,40,100,1000,1000,0.018816178411018826,0.21217953839287917,0.0,1.0,Max_epochs,Max Epochs,39.87342405319214,463
1583,50,20,25,4,3,1e-06,5e-05,100,10,1e-10,1e-08,50,200,100,2,15,40,100,1000,1000,0.03022708796868501,0.2235486736979172,0.0,1.0,Max_epochs,Max val increment,26.09001398086548,463
1584,125,25,10,4,3,5e-05,5e-05,25,10,1e-08,1e-08,50,200,100,5,15,40,100,1000,1000,0.019424553556744908,0.02383830320091148,0.9069069069069069,0.9970014992503748,Max val increment,Max Epochs,33.165668964385986,463
1585,75,25,10,4,3,1e-05,5e-05,100,10,1e-08,1e-08,50,200,100,5,15,40,100,1000,1000,0.02004810770993128,0.06690260460312622,0.924924924924925,0.992503748125937,Max_epochs,Max Epochs,29.29127311706543,463
1586,50,25,10,4,3,0.0001,5e-05,25,10,1e-10,1e-08,50,200,100,5,20,40,100,1000,1000,0.018898227245147416,0.07868713340590835,0.8648648648648649,0.9940029985007496,Max val increment,Max Epochs,33.50992298126221,463
1587,50,25,10,4,3,5e-05,5e-05,100,10,1e-08,1e-08,50,200,100,5,15,40,100,1000,1000,0.019772431566695236,0.07599438856694843,0.963963963963964,0.9955022488755623,Max_epochs,Max Epochs,28.59608507156372,463
1588,50,25,10,4,3,1e-06,5e-05,25,10,1e-08,1e-08,50,200,100,5,15,40,100,1000,1000,0.026414660933978627,0.08192388193092734,0.9819819819819819,0.8710644677661169,Max_epochs,Max Epochs,43.546138048172,463
1589,75,25,10,4,3,1e-05,5e-05,100,10,1e-10,1e-08,50,200,100,5,20,40,100,1000,1000,0.020339095568130707,0.06671409198970932,0.948948948948949,0.9895052473763118,Max_epochs,Max Epochs,30.976098775863647,463
