;mse_pred;mse_clas;truepositive_clas;truenegative_clas;STOP;STOP_clas
680;0.409279534993882;0.015362349005699187;0.993993993993994;0.974512743628186;Max val increment;Max val increment
681;0.3904868946090735;0.007923581615752545;0.9819819819819819;0.992503748125937;Max val increment;Max val increment
682;0.5679614984495724;0.08954053074588682;0.9429429429429429;0.8590704647676162;Max val increment;Max val increment
683;0.5949003030102593;0.09960280855921057;0.6816816816816816;0.9445277361319341;Max val increment;Max val increment
684;0.42054883732407405;0.013282942576247524;1.0;0.9730134932533733;Max val increment;Max val increment
685;0.4942649527286373;0.0468691124251154;0.96996996996997;0.9355322338830585;Max val increment;Max val increment
686;0.380101221766633;0.005179992609793922;0.996996996996997;0.9910044977511244;Max val increment;Max val increment
687;0.5170607108928479;0.050488390060825214;0.8978978978978979;0.9610194902548725;Max val increment;Max val increment
688;0.5736203068712936;0.21851412630995395;0.0;1.0;Max val increment;Max val increment
689;0.5872641147784479;0.1344049532406713;0.6606606606606606;0.9055472263868066;Max val increment;Max val increment
690;0.41211272312798863;0.010346994338323702;0.993993993993994;0.9865067466266867;Max val increment;Max val increment
691;0.4382673074134197;0.016279291006075027;0.993993993993994;0.9760119940029985;Max val increment;Max val increment
692;0.5274533695689188;0.03877187141523125;0.993993993993994;0.9400299850074962;Max val increment;Max val increment
693;0.6400337100313092;0.21936010184790689;0.0;1.0;Max val increment;Max val increment
694;0.43914043005999187;0.024705435069407432;0.990990990990991;0.9625187406296851;Max val increment;Max val increment
695;0.5748914781583601;0.12068382195551874;0.9099099099099099;0.8290854572713643;Max val increment;Max val increment
696;0.40563163667193153;0.010136751949088555;1.0;0.9820089955022488;Max val increment;Max val increment
697;0.4749255940385166;0.016120563497014576;0.975975975975976;0.9835082458770614;Max val increment;Max val increment
698;0.5235385387731459;0.06727820563877931;0.975975975975976;0.9250374812593704;Max val increment;Max val increment
699;0.44190659911938773;0.023569184561128366;0.996996996996997;0.9610194902548725;Max val increment;Max val increment
700;0.42692400965263094;0.016277692395764737;0.987987987987988;0.9775112443778111;Max val increment;Max val increment
701;0.6088374677050098;0.21409450225885507;0.0;1.0;Max val increment;Max val increment
702;0.33170502037025057;0.00016547450411784998;1.0;1.0;Max val increment;Max val increment
703;0.3565908695881841;0.003652470536603127;1.0;0.9940029985007496;Max val increment;Max val increment
704;0.553759992314328;0.07359385081791846;0.8408408408408409;0.9265367316341829;Max val increment;Max val increment
705;0.5656411796407477;0.06519845761822085;0.8948948948948949;0.9175412293853074;Max val increment;Max val increment
706;0.5469803518522508;0.08813430686922002;0.8318318318318318;0.9190404797601199;Max val increment;Max val increment
707;0.4497944934850555;0.0241683099389555;1.0;0.9565217391304348;Max val increment;Max val increment
708;0.5539124999786752;0.21672328476871444;0.0;1.0;Max val increment;Max val increment
709;0.4898253474507237;0.036668478193990155;0.96996996996997;0.952023988005997;Max val increment;Max val increment
710;0.5520968868860874;0.0501067143431151;0.933933933933934;0.9310344827586207;Max val increment;Max val increment
711;0.6002293995587561;0.21449556527521285;0.0;1.0;Max val increment;Max val increment
712;0.4936489090467663;0.018375254313274678;0.990990990990991;0.9700149925037481;Max val increment;Max val increment
